gene	KO	Rescue	WT
gene_1546	0	1	3
gene_1548	906	2350	4708
gene_1549	234	724	1038
gene_1551	468	1154	2100
gene_1552	187	192	322
gene_1553	12	10	22
gene_1554	170	268	590
gene_1556	147	430	1022
gene_1557	73	179	399
gene_1558	0	0	0
gene_1559	0	1	2
gene_1560	63	154	335
gene_1561	0	2	0
gene_1570	0	0	0
gene_1571	82	226	372
gene_1572	78	270	551
gene_1573	0	4	13
gene_1575	0	0	1
gene_1580	0	0	1
gene_1581	825	1607	3008
gene_1583	0	0	0
gene_1586	0	0	1
gene_1587	138	511	892
gene_1588	604	1563	2730
gene_1589	14	28	73
gene_1590	959	2920	5377
gene_1591	831	2058	3823
gene_1592	583	1382	2415
gene_1593	3	24	34
gene_1594	782	359	468
gene_1595	86	257	347
gene_1596	8	41	42
gene_1597	298	827	1549
gene_1598	1	3	1
gene_1599	19	27	72
gene_1600	491	1175	2472
gene_1602	237	238	454
gene_1603	5	17	23
gene_1606	0	0	5
gene_1607	0	1	11
gene_1608	169	389	710
gene_1609	4	7	6
gene_1610	461	1306	2163
gene_1611	2016	488	878
gene_1612	3	9	16
gene_1613	30	49	135
gene_1618	1	1	7
gene_1624	0	0	1
gene_1625	84	203	299
gene_1626	27	65	68
gene_1636	421	596	1460
gene_1638	2	100	85
gene_1641	927	2260	4335
gene_1642	111	196	499
gene_1643	12	11	27
gene_1644	0	0	0
gene_1648	708	1616	2839
gene_1649	387	677	1245
gene_1650	0	5	5
gene_1651	415	1132	1740
gene_1652	0	0	0
gene_1654	523	1355	2402
gene_1655	6	11	28
gene_1657	803	1589	2841
gene_1658	466	1182	1988
gene_1659	83	236	392
gene_1660	3984	404	730
gene_1661	40	55	111
gene_1662	526	1204	2263
gene_1663	0	0	0
gene_1664	0	0	0
gene_1665	5	1	1
gene_1666	140	147	344
gene_1667	1522	3220	7592
gene_1668	119	150	344
gene_1669	430	352	694
gene_1671	1879	3751	8273
gene_1672	1389	2659	5246
gene_1674	87	137	287
gene_1675	320	568	1188
gene_1676	88	239	512
gene_1677	0	4	0
gene_1679	1542	3359	6396
gene_1680	0	0	6
gene_1681	4	9	24
gene_1682	637	1037	2099
gene_1683	72	134	273
gene_1684	39	134	222
gene_1685	0	1	0
gene_1688	0	0	0
gene_1689	0	0	3
gene_1690	0	3	3
gene_1691	1121	2578	5273
gene_1693	0	0	0
gene_1694	0	5	7
gene_1695	9	25	51
gene_1696	1458	3392	6730
gene_1697	352	674	1298
gene_1698	59	122	277
gene_1699	21	39	71
gene_1700	0	0	0
gene_1702	0	0	0
gene_1705	0	0	1
gene_1706	23	149	213
gene_1707	13	9	20
gene_1708	245	466	958
gene_1709	75	153	388
gene_1710	311	1043	1768
gene_1711	12	23	40
gene_1712	616	1368	2907
gene_1716	0	0	0
gene_1717	0	0	1
gene_1722	0	0	0
gene_1723	2	5	7
gene_1724	17	38	69
gene_1725	193	450	934
gene_1726	40	62	143
gene_1727	638	1555	2846
gene_1728	363	879	1525
gene_1729	0	1	5
gene_1730	81	189	291
gene_1731	720	1597	2664
gene_1732	2	3	0
gene_1735	21	56	89
gene_1736	65	188	305
gene_1737	7	6	36
gene_1738	277	612	1024
gene_1739	777	1591	2822
gene_1740	2104	3863	8129
gene_1741	1	2	4
gene_1742	0	2	0
gene_1743	0	2	5
gene_1744	755	1515	2730
gene_1746	3517	237	534
gene_1747	3	10	5
gene_1748	5	10	5
gene_1749	250	495	943
gene_1750	0	0	3
gene_1754	3	1	20
gene_1755	697	1850	3637
gene_1756	43	97	173
gene_1757	0	0	5
gene_1758	142	326	630
gene_1759	1973	4540	8463
gene_1760	796	1628	3270
gene_1761	36	78	146
gene_1762	3904	7721	16895
gene_1763	1688	3386	7046
gene_1764	9	15	45
gene_1766	0	2	7
gene_1767	22	43	45
gene_1768	18	36	42
gene_1769	2292	3861	7202
gene_1770	52	113	180
gene_1771	0	1	0
gene_1772	2	1	3
gene_1773	110	460	615
gene_1774	362	952	1924
gene_1775	702	488	974
gene_1776	276	784	1245
gene_1777	0	0	0
gene_1778	0	0	5
gene_1779	133	70	109
gene_1780	190	392	798
gene_1781	148	290	507
gene_1782	173	288	556
gene_1783	0	0	1
gene_1784	824	1964	3810
gene_1785	15	41	68
gene_1787	0	0	0
gene_1789	621	1537	2866
gene_1790	334	745	1436
gene_1791	0	2	18
gene_1793	1515	3546	6628
gene_1794	7493	16554	35617
gene_1795	443	1192	2057
gene_1797	0	0	0
gene_1798	13	25	57
gene_1799	0	0	0
gene_1803	0	0	0
gene_1804	848	1501	3362
gene_1805	0	0	0
gene_1808	1	6	17
gene_1810	0	1	11
gene_1812	0	0	0
gene_1813	13526	29043	58675
gene_1814	6260	13071	26938
gene_1817	0	4	22
gene_1818	0	1	0
gene_1819	311	373	784
gene_1820	950	2172	4845
gene_1821	0	0	0
gene_1823	0	2	0
gene_1824	890	1857	3461
gene_1825	1	2	7
gene_1826	2	5	7
gene_1827	359	835	1427
gene_1828	19	45	74
gene_1829	0	3	9
gene_1831	0	1	0
gene_1832	817	1964	3592
gene_1833	1	0	0
gene_1835	53	76	176
gene_1836	129	381	721
gene_1837	716	1674	3120
gene_1838	14	31	50
gene_1840	4	26	60
gene_1841	0	0	0
gene_1842	0	0	0
gene_1843	356	819	1495
gene_1845	167	370	637
gene_1846	0	0	0
gene_1848	0	0	0
gene_1851	0	4	20
gene_1852	0	0	3
gene_1853	51	131	324
gene_1854	340	647	1679
gene_1855	210	2202	3423
gene_1856	7991	24008	46126
gene_1858	1488	2564	5662
gene_1860	2118	2445	4769
gene_1861	15	44	65
gene_1862	51	123	197
gene_1863	0	0	1
gene_1865	42	68	232
gene_1866	115	157	512
gene_1871	20	37	93
gene_1872	34	88	183
gene_1873	0	0	0
gene_1879	0	0	0
gene_1880	0	0	1
gene_1883	0	2	5
gene_1884	4	5	28
gene_1887	212	479	913
gene_1891	37	93	204
gene_1892	22	60	93
gene_1893	20	20	114
gene_1895	0	0	4
gene_1896	0	0	2
gene_1897	7	17	50
gene_1900	82	140	317
gene_1901	87	382	748
gene_1902	2	1	13
gene_1903	443	924	1905
gene_1904	362	836	1426
gene_1905	373	122	245
gene_1906	311	843	1754
gene_1907	0	0	3
gene_1908	0	2	9
gene_1910	213	549	1073
gene_1911	1106	1991	4586
gene_1912	240	331	866
gene_1913	111	170	389
gene_1914	121	281	503
gene_1915	4	12	19
gene_1916	16	2	1
gene_1917	149	311	601
gene_1918	3727	8737	21204
gene_1920	0	0	1
gene_1921	2	26	27
gene_1922	74	86	296
gene_1923	54	41	206
gene_1924	0	0	0
gene_1926	6	7	21
gene_1927	87	224	452
gene_1929	195	626	1073
gene_1930	597	1357	2397
gene_1931	232	625	1051
gene_1932	621	1412	2487
gene_1933	13	42	58
gene_1934	572	1016	2147
gene_1935	21	29	69
gene_1936	620	961	2015
gene_1938	3	3	11
gene_1939	0	0	1
gene_1940	0	0	0
gene_1941	0	0	0
gene_1942	42	80	203
gene_1943	0	0	1
gene_1944	2	3	4
gene_1945	73	235	422
gene_1947	1	2	5
gene_1949	52	90	173
gene_1950	0	0	0
gene_1951	0	0	3
gene_1952	1	3	7
gene_1953	38	36	152
gene_1955	139	264	654
gene_1956	90	124	394
gene_1957	25	12	18
gene_1958	461	841	1610
gene_1962	214	507	994
gene_1963	24	49	125
gene_1965	7	16	32
gene_1966	80	109	285
gene_1967	51	101	276
gene_1969	10	13	39
gene_1970	0	0	0
gene_1971	2	2	17
gene_1972	1	0	0
gene_1973	0	0	3
gene_1974	0	5	3
gene_1976	0	0	0
gene_1977	0	1	5
gene_1979	0	1	9
gene_1981	83	168	488
gene_1982	4	4	13
gene_1983	0	0	0
gene_1984	66	134	262
gene_1985	14	3	11
gene_1986	1064	2115	4453
gene_1987	544	1419	2746
gene_1988	448	783	1887
gene_1989	15	25	46
gene_1990	150	358	571
gene_1991	5	9	10
gene_1992	0	0	0
gene_1993	915	2007	3837
gene_1995	9	9	40
gene_1996	2611	4351	11346
gene_1997	148	202	668
gene_1998	19	2	5
gene_1999	472	651	1638
gene_2000	305	676	1198
gene_2001	931	1700	3684
gene_2002	436	806	1802
gene_2003	195	718	1265
gene_2004	0	0	7
gene_2005	0	0	3
gene_2006	9	19	46
gene_2007	0	6	4
gene_2008	3198	6054	13009
gene_2009	2171	4052	8559
gene_2010	766	1739	3011
gene_2011	0	2	1
gene_2012	972	1660	2938
gene_2013	43	79	141
gene_2014	502	1041	2306
gene_2016	479	967	1776
gene_2017	3644	7978	16088
gene_2018	1124	2311	5058
gene_2019	0	1	1
gene_2020	188	457	806
gene_2021	325	679	1463
gene_2022	376	892	1640
gene_2023	2	1	3
gene_2024	94	225	383
gene_2025	594	1221	2502
gene_2026	26	38	138
gene_2027	102	257	571
gene_2028	0	0	1
gene_2029	11	24	45
gene_2031	211	372	864
gene_2032	22	25	87
gene_2033	2	6	6
gene_2034	452	836	1722
gene_2035	459	1048	2068
gene_2036	1299	2465	5397
gene_2037	14	28	59
gene_2038	783	1245	3146
gene_2039	724	1318	2707
gene_2041	488	924	1988
gene_2042	26	57	128
gene_2043	1	0	0
gene_2044	273	553	1188
gene_2045	1858	3315	6952
gene_2046	664	1347	2646
gene_2047	1367	2832	7235
gene_2048	610	1656	3961
gene_2049	1	1	4
gene_2050	309	732	1554
gene_2051	8	4	24
gene_2052	30	36	117
gene_2053	0	0	0
gene_2054	0	5	7
gene_2055	70	166	283
gene_2056	86107	933	2404
gene_2057	121	138	467
gene_2058	27	22	94
gene_2059	0	1	2
gene_2060	0	1	2
gene_2061	234	457	870
gene_2062	20	37	83
gene_2063	0	0	0
gene_2065	29	193	324
gene_2066	20	35	49
gene_2067	5	12	11
gene_2068	3	5	24
gene_2069	322	665	1280
gene_2070	0	0	0
gene_2072	13454	23496	49727
gene_2073	2	7	7
gene_2074	5018	9397	17246
gene_2075	0	0	0
gene_2076	4	11	41
gene_2079	0	1	0
gene_2081	3	0	1
gene_2082	0	2	0
gene_2086	0	2	1
gene_2088	0	0	0
gene_2098	0	0	0
gene_2100	7	21	41
gene_2102	2	0	5
gene_2108	0	2	7
gene_2112	1	3	15
gene_2113	0	2	17
gene_2114	0	5	15
gene_2127	0	0	1
gene_2133	12	18	40
gene_2134	25771	34092	89527
gene_2135	6	34	66
gene_2136	5682	8335	12479
gene_2137	37	46	87
gene_2138	103	125	354
gene_2139	5	18	28
gene_2140	2165	4305	8746
gene_2141	919	2327	4348
gene_2142	618	960	1886
gene_2143	467	761	1535
gene_2144	24	58	70
gene_2145	153	307	633
gene_2146	946	1606	3702
gene_2147	256	464	872
gene_2148	1662	3246	6805
gene_2149	0	0	0
gene_2150	647	1366	2555
gene_2151	18	37	69
gene_2152	14	25	49
gene_2153	323	576	1091
gene_2154	515	1078	2153
gene_2155	12	29	63
gene_2156	548	1073	2168
gene_2157	484	883	1842
gene_2158	2072	4184	9685
gene_2159	2278	4674	10396
gene_2160	7	18	32
gene_2161	1	1	12
gene_2162	233	588	1076
gene_2163	1456	2867	5599
gene_2164	1606	2762	6064
gene_2165	3	16	34
gene_2166	632	923	2326
gene_2167	7117	17672	28843
gene_2169	7588	14531	29653
gene_2170	0	3	0
gene_2171	3102	6268	13256
gene_2172	2123	4121	8679
gene_2173	544	1047	2189
gene_2174	0	0	0
gene_2175	18	37	91
gene_2177	32	190	344
gene_2181	993	2096	4252
gene_2182	32	87	141
gene_2184	0	0	0
gene_2186	3057	6820	11908
gene_2187	1	0	11
gene_2188	1	1	1
gene_2189	374	494	1461
gene_2190	0	1	3
gene_2191	876	1450	3721
gene_2192	957	1577	3636
gene_2193	108	199	487
gene_2194	1405	2482	6403
gene_2195	716	1154	2465
gene_2196	496	890	1634
gene_2197	0	0	0
gene_2198	795	1628	3748
gene_2199	4	7	11
gene_2200	4	21	44
gene_2201	10	6	24
gene_2202	1926	3297	7891
gene_2203	138	277	565
gene_2204	63	150	350
gene_2205	73	196	433
gene_2206	753	3162	5505
gene_2207	666	1750	3430
gene_2208	224	321	748
gene_2209	608	1186	2621
gene_2210	570	1137	2493
gene_2211	27	0	3
gene_2212	186	97	231
gene_2213	26	57	124
gene_2214	105	212	455
gene_2215	194	241	590
gene_2216	2	7	2
gene_2217	390	914	1742
gene_2218	284	670	1333
gene_2219	758	1516	3087
gene_2220	210	394	785
gene_2221	75	187	345
gene_2222	11	33	46
gene_2223	1673	3280	6639
gene_2224	734	1375	2860
gene_2225	687	1277	2666
gene_2226	1006	2285	4222
gene_2227	0	0	0
gene_2228	16	33	81
gene_2229	0	0	0
gene_2230	139	302	538
gene_2231	5	11	14
gene_2232	636	1476	2896
gene_2233	1351	2758	5831
gene_2235	449	934	1579
gene_2236	1	0	0
gene_2237	306	813	1856
gene_2238	162	535	762
gene_2239	0	0	0
gene_2240	0	0	0
gene_2241	12	24	36
gene_2242	739	1895	3797
gene_2243	3	13	23
gene_2244	0	5	6
gene_2245	320	692	1490
gene_2246	2452	5415	10946
gene_2247	944	1887	3830
gene_2248	512	740	1691
gene_2249	1720	3207	7030
gene_2250	827	670	1648
gene_2251	12733	20904	54495
gene_2252	243	415	1005
gene_2253	441	792	1525
gene_2254	431	687	1718
gene_2255	707	1089	2719
gene_2256	3	2	8
gene_2257	88	95	391
gene_2258	2245	4242	8605
gene_2259	185	383	797
gene_2260	419	995	1866
gene_2262	4516	7732	15936
gene_2263	8	7	17
gene_2266	0	0	0
gene_2267	558	1229	2818
gene_2269	878	1397	2769
gene_2270	0	0	3
gene_2271	1171	2178	3946
gene_2272	432	777	1520
gene_2273	0	6	0
gene_2274	9	0	3
gene_2275	371	542	1476
gene_2276	185	329	885
gene_2277	906	1417	3533
gene_2278	185	408	946
gene_2279	10	55	56
gene_2280	0	0	7
gene_2281	0	4	1
gene_2282	1127	2834	6328
gene_2283	2	0	0
gene_2284	893	1561	3324
gene_2285	273	514	1110
gene_2286	571	788	1969
gene_2287	7743	12151	28742
gene_2288	775	1286	3114
gene_2289	38	55	135
gene_2290	62	161	255
gene_2291	11	5	7
gene_2292	10	4	17
gene_2293	18	105	208
gene_2295	673	1327	2595
gene_2296	0	0	0
gene_2297	320	722	1514
gene_2299	1	0	1
gene_2302	0	0	0
gene_2307	188	649	1092
gene_2308	0	0	1
gene_2311	0	6	3
gene_2334	3	16	1
gene_2345	0	0	0
gene_2346	356	578	1176
gene_2348	4	4	8
gene_2349	15	27	51
gene_2350	7	15	21
gene_2351	7	8	30
gene_2352	6	13	31
gene_2353	19	62	115
gene_2356	12632	25145	60084
gene_2357	185	496	943
gene_2358	0	0	0
gene_2359	35	149	206
gene_2360	0	0	0
gene_2361	277	572	1182
gene_2362	0	0	1
gene_2363	0	0	0
gene_2364	419	840	1769
gene_2365	0	0	1
gene_2366	0	0	0
gene_2367	0	0	0
gene_2368	39	35	139
gene_2369	866	1642	3426
gene_2370	827	1706	3464
gene_2371	714	1437	3138
gene_2372	24	51	116
gene_2373	675	1489	3162
gene_2374	3819	7575	15630
gene_2375	793	2120	4156
gene_2376	8	9	15
gene_2377	401	1025	2311
gene_2378	0	5	1
gene_2380	0	0	0
gene_2385	0	0	0
gene_2387	0	0	5
gene_2389	0	1	0
gene_2390	1	2	5
gene_2391	4006	7345	16613
gene_2392	1989	4220	9204
gene_2393	355	613	1412
gene_2394	254	461	1036
gene_2395	12	18	28
gene_2396	68	166	375
gene_2397	10	0	0
gene_2398	23	46	123
gene_2399	467	796	1915
gene_2400	335	731	1521
gene_2401	452	910	2020
gene_2402	1148	2063	4237
gene_2403	123	199	453
gene_2404	286	579	1041
gene_2405	89	185	461
gene_2406	556	1076	2237
gene_2408	1078	2016	4257
gene_2409	0	0	3
gene_2411	37	70	133
gene_2412	7	17	14
gene_2414	1	4	1
gene_2415	1014	1783	3960
gene_2416	34	75	152
gene_2417	29	74	216
gene_2418	6	9	40
gene_2419	1	4	7
gene_2420	0	0	3
gene_2421	0	3	1
gene_2422	0	2	0
gene_2423	0	0	0
gene_2424	11	45	341
gene_2428	0	0	0
gene_2430	0	0	0
gene_2431	6	12	36
gene_2432	168	322	628
gene_2433	0	2	1
gene_2434	597	1855	3213
gene_2435	54	109	247
gene_2437	78	133	308
gene_2438	0	0	0
gene_2439	0	0	1
gene_2440	56	112	282
gene_2441	0	2	2
gene_2442	255	474	876
gene_2443	0	1	1
gene_2444	1809	4489	8186
gene_2446	8779	2508	4999
gene_2447	2	0	3
gene_2448	48	11	17
gene_2449	144	272	508
gene_2450	0	0	0
gene_2451	5	2	41
gene_2452	14	12	49
gene_2454	12	27	42
gene_2455	0	0	0
gene_2456	216	449	601
gene_2457	462	1113	2049
gene_2458	7	11	14
gene_2461	0	0	3
gene_2464	0	0	1
gene_2465	0	0	1
gene_2467	0	0	0
gene_2468	732	1745	2990
gene_2469	807	1708	3269
gene_2470	0	0	0
gene_2471	1183	2248	4698
gene_2472	4	1	7
gene_2473	1275	2050	4891
gene_2474	163	248	680
gene_2475	6	4	1
gene_2478	102	0	0
gene_2480	0	0	5
gene_2481	898	1841	3618
gene_2482	151	336	631
gene_2483	4	13	37
gene_2485	0	1	0
gene_2486	411	1400	3404
gene_2487	0	3	3
gene_2489	0	2	1
gene_2490	537	1070	2044
gene_2491	1	2	0
gene_2492	0	0	0
gene_2493	0	0	0
gene_2494	0	0	0
gene_2495	0	0	0
gene_2496	576	1623	3248
gene_2498	0	0	3
gene_2499	1860	4197	8118
gene_2500	0	4	6
gene_2502	1064	1831	4113
gene_2503	1230	2349	4940
gene_2504	7	8	15
gene_2505	1346	1233	2044
gene_2506	1293	2321	4109
gene_2507	22	60	150
gene_2508	0	1	0
gene_2512	0	1	2
gene_2513	0	1	4
gene_2516	3	12	11
gene_2517	1	3	17
gene_2518	0	0	5
gene_2519	0	0	0
gene_2520	8415	26835	53904
gene_2521	356	1211	1972
gene_2523	322	964	1585
gene_2524	0	1	3
gene_2525	237	882	1477
gene_2526	44	102	210
gene_2527	2286	8354	13122
gene_2529	192	417	632
gene_2530	8	17	30
gene_2531	0	1	0
gene_2533	86	158	336
gene_2534	244	529	1035
gene_2535	300	666	1135
gene_2536	3	10	19
gene_2537	4	10	15
gene_2540	0	0	4
gene_2541	71	181	270
gene_2544	18	23	64
gene_2546	0	0	0
gene_2551	0	0	0
gene_2552	14	45	50
gene_2553	2128	4973	8618
gene_2556	38	167	344
gene_2558	616	851	2140
gene_2559	63	20	56
gene_2561	0	0	0
gene_2562	0	0	0
gene_2563	392	1044	1847
gene_2564	3	5	11
gene_2565	905	3085	5456
gene_2569	1	0	0
gene_2570	0	0	0
gene_2572	3	0	15
gene_2573	6	13	36
gene_2574	2008	4175	8681
gene_2575	0	0	0
gene_2577	20	14	17
gene_2578	10	22	31
gene_2580	134	318	568
gene_2581	163	283	544
gene_2582	528	1170	1899
gene_2583	1885	4516	10185
gene_2584	15	35	87
gene_2585	92	209	371
gene_2586	0	0	0
gene_2587	489	1193	2201
gene_2589	1	0	1
gene_2590	1	1	5
gene_2591	567	1355	2589
gene_2595	9	7	8
gene_2596	1170	2335	4237
gene_2597	222	521	1024
gene_2598	0	3	3
gene_2599	359	978	1560
gene_2605	0	6	1
gene_2606	601	1356	2755
gene_2607	0	0	0
gene_2608	0	3	12
gene_2609	4	8	0
gene_2610	0	0	0
gene_2614	0	7	3
gene_2617	121	286	599
gene_2618	230	474	1032
gene_2619	19	48	115
gene_2620	537	1449	2617
gene_2621	1	0	3
gene_2623	0	3	1
gene_2624	1	13	11
gene_2625	1	1	2
gene_2626	36	54	138
gene_2627	860	1981	3995
gene_2628	0	1	0
gene_2629	1033	1948	3983
gene_2630	339	556	1090
gene_2631	210	511	1017
gene_2632	140	262	602
gene_2633	0	5	3
gene_2634	0	0	0
gene_2636	2	0	1
gene_2637	0	0	9
gene_2642	466	1047	2076
gene_2643	29	28	96
gene_2644	532	1297	2437
gene_2646	0	2	1
gene_2647	491	1375	2228
gene_2649	7292	15461	42703
gene_2650	27	62	86
gene_2651	417	720	1523
gene_2653	656	1394	2559
gene_2654	0	0	0
gene_2655	35	63	109
gene_2656	78	194	321
gene_2657	19	26	52
gene_2658	548	1335	2548
gene_2659	67	165	290
gene_2660	425	1039	2041
gene_2661	0	0	0
gene_2664	0	0	0
gene_2668	0	0	0
gene_2669	0	0	0
gene_2670	0	0	1
gene_2673	3715	7409	16620
gene_2674	0	0	0
gene_2676	0	0	0
gene_2677	112	279	537
gene_2678	43	122	240
gene_2679	0	0	0
gene_2680	0	0	0
gene_2682	18	98	121
gene_2683	28	47	124
gene_2684	2399	4706	9125
gene_2686	1098	2165	4731
gene_2687	0	0	0
gene_2688	1367	3021	6812
gene_2689	0	2	5
gene_2690	2	1	15
gene_2692	25	32	107
gene_2693	1482	3407	6696
gene_2694	4	28	45
gene_2695	2	0	0
gene_2696	2227	4326	8806
gene_2697	28	65	73
gene_2698	3	3	7
gene_2700	2	0	3
gene_2701	305	617	1196
gene_2702	4	0	0
gene_2704	2	3	1
gene_2705	819	1594	3184
gene_2706	0	0	2
gene_2707	4	1	1
gene_2708	0	0	0
gene_2709	630	1715	3125
gene_2710	275	255	759
gene_2711	0	0	1
gene_2712	426	1195	2104
gene_2713	104	335	605
gene_2714	47	117	202
gene_2715	4	14	24
gene_2716	458739	6188	12900
gene_2717	1	5	16
gene_2718	0	0	1
gene_2720	6	3	5
gene_2721	0	0	18
gene_2724	14	18	84
gene_2725	1316	3004	5240
gene_2726	370	965	1627
gene_2727	0	1	1
gene_2728	0	0	7
gene_2730	0	0	1
gene_2731	775	1528	4260
gene_2732	2	2	9
gene_2733	380	708	1315
gene_2734	0	0	4
gene_2735	3	5	11
gene_2744	0	0	1
gene_2755	7	28	24
gene_2757	0	0	0
gene_2758	0	0	0
gene_2759	0	0	1
gene_2760	90	140	331
gene_2761	324	1409	2471
gene_2762	610	1417	2800
gene_2763	317	786	1626
gene_2764	185	464	846
gene_2765	674	1374	3061
gene_2766	0	0	0
gene_2767	0	0	0
gene_2768	0	0	0
gene_2774	0	1	0
gene_2775	0	0	0
gene_2776	2	0	3
gene_2777	727	1147	1920
gene_2778	16	28	45
gene_2779	0	0	0
gene_2780	0	0	3
gene_2784	636	1462	2264
gene_2785	343	980	1469
gene_2788	205	606	1193
gene_2790	24	60	115
gene_2791	1	0	0
gene_2792	1015	2715	5347
gene_2796	0	0	1
gene_2798	0	0	1
gene_2804	45	173	269
gene_2805	0	0	0
gene_2808	191	489	797
gene_2810	243	579	1022
gene_2811	146	345	494
gene_2812	0	1	2
gene_2813	416	1026	1790
gene_2815	3436	3586	8183
gene_2816	22	74	155
gene_2817	0	2	0
gene_2819	0	0	1
gene_2820	3	6	11
gene_2821	1114	2277	4917
gene_2822	1	0	6
gene_2824	10	161	229
gene_2825	1	0	6
gene_2826	944	1948	3908
gene_2827	4062	7544	16391
gene_2828	222	120	346
gene_2829	168	285	615
gene_2830	249	562	1552
gene_2831	3	10	26
gene_2832	1285	2699	5625
gene_2833	21	54	84
gene_2834	58	210	331
gene_2836	44	52	183
gene_2837	0	0	3
gene_2838	1303	2291	4810
gene_2839	23	64	127
gene_2840	0	1	0
gene_2841	0	1	1
gene_2842	458	903	1892
gene_2843	2056	4498	9036
gene_2844	532	1347	2429
gene_2845	4285	7027	17784
gene_2846	1122	1891	4828
gene_2847	18	39	74
gene_2848	451	787	2077
gene_2849	74	140	411
gene_2850	3	3	20
gene_2851	296	536	875
gene_2852	122	308	529
gene_2853	1	3	4
gene_2856	1156	2659	5112
gene_2857	0	0	0
gene_2858	11822	43	72
gene_2859	219	448	850
gene_2860	473	1104	2089
gene_2861	1280	3110	6116
gene_2862	318	568	1418
gene_2863	995	1858	3456
gene_2864	13	36	85
gene_2866	0	0	1
gene_2872	0	0	0
gene_2873	0	4	3
gene_2874	892	1978	4029
gene_2875	180	328	885
gene_2876	2	1	1
gene_2878	783	1568	3406
gene_2879	0	0	9
gene_2880	1477	3852	6947
gene_2881	1478	3845	6944
gene_2882	11	42	60
gene_2883	636	1114	2542
gene_2886	1	0	0
gene_2887	712	1178	2657
gene_2888	2	2	11
gene_2889	5	14	47
gene_2890	0	0	1
gene_2891	1	16	85
gene_2892	1	6	11
gene_2893	66	181	489
gene_2894	1642	3488	7101
gene_2895	1	0	9
gene_2896	4	11	32
gene_2897	8	12	32
gene_2898	1226	2829	5940
gene_2899	997	2343	4780
gene_2900	250	503	689
gene_2902	1	3	1
gene_2903	1	1	4
gene_2907	2	11	5
gene_2909	9	21	30
gene_2910	355	730	1415
gene_2911	199	380	863
gene_2912	2	0	0
gene_2914	99	223	391
gene_2916	0	0	0
gene_2917	13	29	73
gene_2918	62	105	176
gene_2919	2	2	0
gene_2920	663	1809	3621
gene_2921	373	696	1287
gene_2922	716	1179	2485
gene_2923	611	1240	2699
gene_2924	3838	8630	16646
gene_2925	273	369	833
gene_2927	226	548	1137
gene_2928	6	13	20
gene_2930	3	4	26
gene_2932	80	332	666
gene_2933	3723	10972	19082
gene_2934	3	3	10
gene_2935	18	7	11
gene_2936	0	0	0
gene_2939	23	69	121
gene_2940	327	658	1386
gene_2941	89	222	439
gene_2942	2	12	25
gene_2944	86	310	721
gene_2946	546	1063	2293
gene_2947	3	4	10
gene_2948	51	154	205
gene_2949	1981	3874	8217
gene_2951	0	0	0
gene_2953	4	12	8
gene_2954	47	106	204
gene_2955	252	1498	2804
gene_2956	6	9	20
gene_2957	3144	2601	5138
gene_2958	300	797	1662
gene_2959	177	452	790
gene_2960	93	228	501
gene_2961	6	18	22
gene_2962	0	0	1
gene_2963	0	0	0
gene_2964	0	0	0
gene_2965	836	3566	6109
gene_2967	0	0	0
gene_2972	2535	7657	12729
gene_2973	12	16	49
gene_2976	2	6	13
gene_2977	746	1528	3472
gene_2988	0	0	0
gene_2991	1	0	0
gene_2992	2150	5238	13295
gene_2993	0	0	4
gene_2994	33	77	285
gene_2996	20	45	126
gene_2997	89	173	332
gene_2998	1160	2725	5881
gene_2999	409	1055	1849
gene_3000	0	1	0
gene_3002	0	0	0
gene_3003	2	7	26
gene_3004	28	69	101
gene_3005	0	0	1
gene_3007	0	1	0
gene_3009	0	0	0
gene_3013	276	807	1329
gene_3014	237	698	1009
gene_3015	1	0	1
gene_3016	118	255	425
gene_3019	632	1704	3288
gene_3020	0	0	3
gene_3021	1	1	1
gene_3022	0	0	0
gene_3023	440	819	1441
gene_3024	0	1	2
gene_3026	826	2075	3922
gene_3028	470	838	1392
gene_3029	305	637	1098
gene_3031	0	0	0
gene_3032	804	1698	3533
gene_3035	0	0	1
gene_3036	78	208	383
gene_3037	0	6	13
gene_3038	355	716	1368
gene_3042	16	12	40
gene_3043	1	0	7
gene_3044	194	809	1808
gene_3047	0	0	0
gene_3048	7	4	9
gene_3049	456	454	918
gene_3050	110	258	497
gene_3051	0	1	0
gene_3052	29	70	124
gene_3053	181	561	980
gene_3055	17	60	105
gene_3056	17948	628	1068
gene_3057	218	350	801
gene_3060	7	13	30
gene_3061	0	0	0
gene_3062	83	182	363
gene_3063	0	2	9
gene_3066	469	911	1664
gene_3067	1	11	12
gene_3068	339	793	1686
gene_3069	1233	2478	4408
gene_3073	102989	2954	5972
gene_3074	1	5	1
gene_3078	1	2	5
gene_3079	155	403	680
gene_3080	23	47	82
gene_3081	3	2	8
gene_3086	236	485	1088
gene_3087	0	0	8
gene_3088	15	75	188
gene_3089	3	22	46
gene_3092	30	16	28
gene_3093	106	310	551
gene_3095	0	0	3
gene_3097	0	1	0
gene_3099	28	57	113
gene_3100	0	0	5
gene_3101	3058	6369	12809
gene_3102	640	1243	2614
gene_3103	2015	4626	8482
gene_3104	567	1395	2694
gene_3108	0	0	1
gene_3109	142	239	643
gene_3110	158	388	892
gene_3111	281	471	891
gene_3112	139	236	404
gene_3122	28	68	117
gene_3126	0	0	0
gene_3127	0	2	0
